City,Latitude,Longitude
VANCOUVER,49.274524,-123.122136
VANCOUVER,49.284452,-123.137481
VANCOUVER,49.224764,-123.048777
VANCOUVER,49.287956,-123.140773
VANCOUVER,49.246482,-123.139173
VANCOUVER,49.254202,-123.024634
VANCOUVER,49.253581,-123.024632
VANCOUVER,49.264615,-123.20299
VANCOUVER,49.224683,-123.036634
VANCOUVER,49.254785,-123.129271
VANCOUVER,49.275452,-123.126773
VANCOUVER,49.220254,-123.064567
VANCOUVER,49.209103,-123.064377
VANCOUVER,49.241629,-123.073591
VANCOUVER,49.238511,-123.074092
VANCOUVER,49.218124,-123.0755
VANCOUVER,49.256476,-123.185128
VANCOUVER,49.252857,-123.185172
VANCOUVER,49.248074,-123.185231
VANCOUVER,49.246166,-123.185255
VANCOUVER,49.244271,-123.185244
VANCOUVER,49.241419,-123.185245
VANCOUVER,49.238574,-123.185249
VANCOUVER,49.236439,-123.185268
VANCOUVER,49.2357,-123.185302
VANCOUVER,49.228431,-123.185467
VANCOUVER,49.268585,-123.183636
VANCOUVER,49.225507,-123.185577
VANCOUVER,49.266884,-123.183698
VANCOUVER,49.265209,-123.183753
VANCOUVER,49.250062,-123.185196
VANCOUVER,49.284772,-123.054583
VANCOUVER,49.28311,-123.095329
VANCOUVER,49.276744,-123.096883
VANCOUVER,49.26149,-123.089152
VANCOUVER,49.261517,-123.089152
VANCOUVER,49.261443,-123.081407
VANCOUVER,49.261467,-123.085273
VANCOUVER,49.261382,-123.065928
VANCOUVER,49.26062,-123.089171
VANCOUVER,49.260106,-123.028512
VANCOUVER,49.260654,-123.093033
VANCOUVER,49.259062,-123.047046
VANCOUVER,49.260188,-123.098306
VANCOUVER,49.259708,-123.08532
VANCOUVER,49.259246,-123.095697
VANCOUVER,49.259333,-123.103147
VANCOUVER,49.258649,-123.065965
VANCOUVER,49.259302,-123.100497
VANCOUVER,49.258457,-123.105101
VANCOUVER,49.257235,-123.033787
VANCOUVER,49.257722,-123.065989
VANCOUVER,49.257163,-123.08944
VANCOUVER,49.257247,-123.091065
VANCOUVER,49.257442,-123.096442
VANCOUVER,49.25747,-123.098405
VANCOUVER,49.257325,-123.093768
VANCOUVER,49.256403,-123.089834
VANCOUVER,49.256572,-123.100658
VANCOUVER,49.255708,-123.104987
VANCOUVER,49.254411,-123.044346
VANCOUVER,49.253725,-123.089961
VANCOUVER,49.253154,-123.039092
VANCOUVER,49.253792,-123.100871
VANCOUVER,49.253183,-123.044356
VANCOUVER,49.253145,-123.033804
VANCOUVER,49.254149,-123.066101
VANCOUVER,49.253621,-123.083729
VANCOUVER,49.269511,-123.054681
VANCOUVER,49.270163,-123.104627
VANCOUVER,49.252794,-123.089992
VANCOUVER,49.252331,-123.036585
VANCOUVER,49.251504,-123.047067
VANCOUVER,49.251697,-123.075996
VANCOUVER,49.251936,-123.100937
VANCOUVER,49.251481,-123.033862
VANCOUVER,49.250866,-123.079949
VANCOUVER,49.250635,-123.047073
VANCOUVER,49.250425,-123.075936
VANCOUVER,49.250638,-123.026252
VANCOUVER,49.250654,-123.052233
VANCOUVER,49.249686,-123.044405
VANCOUVER,49.249712,-123.049626
VANCOUVER,49.248817,-123.054599
VANCOUVER,49.248981,-123.076162
VANCOUVER,49.249435,-123.101047
VANCOUVER,49.248751,-123.041615
VANCOUVER,49.249305,-123.096742
VANCOUVER,49.248802,-123.049639
VANCOUVER,49.24789,-123.041621
VANCOUVER,49.247611,-123.090166
VANCOUVER,49.247624,-123.080079
VANCOUVER,49.248078,-123.105034
VANCOUVER,49.247627,-123.065099
VANCOUVER,49.247228,-123.10115
VANCOUVER,49.246699,-123.056652
VANCOUVER,49.246741,-123.062727
VANCOUVER,49.245542,-123.09021
VANCOUVER,49.245456,-123.049659
VANCOUVER,49.245807,-123.065148
VANCOUVER,49.24538,-123.036651
VANCOUVER,49.244601,-123.080149
VANCOUVER,49.244547,-123.076309
VANCOUVER,49.24452,-123.036981
VANCOUVER,49.244612,-123.056658
VANCOUVER,49.244478,-123.028549
VANCOUVER,49.244518,-123.036658
VANCOUVER,49.268636,-123.061894
VANCOUVER,49.268573,-123.056624
VANCOUVER,49.269246,-123.104652
VANCOUVER,49.26847,-123.036447
VANCOUVER,49.268731,-123.073522
VANCOUVER,49.242561,-123.087882
VANCOUVER,49.241679,-123.07633
VANCOUVER,49.241993,-123.101422
VANCOUVER,49.239786,-123.062889
VANCOUVER,49.240239,-123.080155
VANCOUVER,49.240287,-123.087931
VANCOUVER,49.240248,-123.082372
VANCOUVER,49.239791,-123.054406
VANCOUVER,49.239359,-123.076513
VANCOUVER,49.238318,-123.090395
VANCOUVER,49.238535,-123.076713
VANCOUVER,49.239058,-123.101563
VANCOUVER,49.238154,-123.101592
VANCOUVER,49.23726,-123.101631
VANCOUVER,49.237175,-123.097037
VANCOUVER,49.267841,-123.07546
VANCOUVER,49.267574,-123.052124
VANCOUVER,49.268241,-123.102752
VANCOUVER,49.267595,-123.044263
VANCOUVER,49.267825,-123.073541
VANCOUVER,49.234532,-123.101582
VANCOUVER,49.233766,-123.084768
VANCOUVER,49.233572,-123.036477
VANCOUVER,49.232932,-123.040245
VANCOUVER,49.232959,-123.045933
VANCOUVER,49.232938,-123.03879
VANCOUVER,49.233113,-123.037414
VANCOUVER,49.232743,-123.081203
VANCOUVER,49.233007,-123.098603
VANCOUVER,49.232855,-123.060452
VANCOUVER,49.232773,-123.051656
VANCOUVER,49.231706,-123.105653
VANCOUVER,49.23044,-123.065567
VANCOUVER,49.230836,-123.079875
VANCOUVER,49.2311,-123.043145
VANCOUVER,49.2303,-123.048821
VANCOUVER,49.230366,-123.105702
VANCOUVER,49.230182,-123.043151
VANCOUVER,49.229283,-123.040287
VANCOUVER,49.229259,-123.034398
VANCOUVER,49.229235,-123.032147
VANCOUVER,49.228412,-123.032099
VANCOUVER,49.227853,-123.083826
VANCOUVER,49.227142,-123.07309
VANCOUVER,49.227548,-123.051723
VANCOUVER,49.225933,-123.054685
VANCOUVER,49.226525,-123.090723
VANCOUVER,49.226163,-123.080045
VANCOUVER,49.226658,-123.101565
VANCOUVER,49.225247,-123.032244
VANCOUVER,49.226292,-123.065706
VANCOUVER,49.225386,-123.083865
VANCOUVER,49.224724,-123.042607
VANCOUVER,49.22504,-123.059158
VANCOUVER,49.225587,-123.097514
VANCOUVER,49.225624,-123.099546
VANCOUVER,49.225407,-123.086624
VANCOUVER,49.225524,-123.09408
VANCOUVER,49.267375,-123.104719
VANCOUVER,49.267344,-123.102788
VANCOUVER,49.266666,-123.04427
VANCOUVER,49.266635,-123.033726
VANCOUVER,49.266892,-123.073559
VANCOUVER,49.224752,-123.103836
VANCOUVER,49.224161,-123.065806
VANCOUVER,49.223532,-123.088069
VANCOUVER,49.223121,-123.0473
VANCOUVER,49.222717,-123.090841
VANCOUVER,49.222843,-123.101717
VANCOUVER,49.221159,-123.05484
VANCOUVER,49.221946,-123.10175
VANCOUVER,49.22022,-123.062633
VANCOUVER,49.220203,-123.059361
VANCOUVER,49.219607,-123.080165
VANCOUVER,49.218961,-123.054887
VANCOUVER,49.219116,-123.090919
VANCOUVER,49.218171,-123.041377
VANCOUVER,49.218566,-123.106115
VANCOUVER,49.218198,-123.08306
VANCOUVER,49.218204,-123.085438
VANCOUVER,49.217209,-123.041449
VANCOUVER,49.217259,-123.077044
VANCOUVER,49.217607,-123.10192
VANCOUVER,49.216737,-123.101954
VANCOUVER,49.266496,-123.104753
VANCOUVER,49.265698,-123.044308
VANCOUVER,49.214816,-123.091047
VANCOUVER,49.214663,-123.080164
VANCOUVER,49.214543,-123.068531
VANCOUVER,49.214502,-123.066021
VANCOUVER,49.214064,-123.091071
VANCOUVER,49.213821,-123.041599
VANCOUVER,49.214247,-123.102053
VANCOUVER,49.213255,-123.102093
VANCOUVER,49.212631,-123.09111
VANCOUVER,49.211818,-123.091122
VANCOUVER,49.211787,-123.102182
VANCOUVER,49.264705,-123.033749
VANCOUVER,49.265464,-123.098855
VANCOUVER,49.264153,-123.058122
VANCOUVER,49.264269,-123.081324
VANCOUVER,49.264251,-123.07941
VANCOUVER,49.264316,-123.087144
VANCOUVER,49.263866,-123.044319
VANCOUVER,49.263865,-123.049509
VANCOUVER,49.264185,-123.073613
VANCOUVER,49.262942,-123.047012
VANCOUVER,49.263732,-123.102931
VANCOUVER,49.263661,-123.09894
VANCOUVER,49.262518,-123.094952
VANCOUVER,49.261899,-123.039083
VANCOUVER,49.262376,-123.075584
VANCOUVER,49.262274,-123.063969
VANCOUVER,49.281914,-123.081283
VANCOUVER,49.282288,-123.09963
VANCOUVER,49.278427,-123.091603
VANCOUVER,49.278277,-123.044098
VANCOUVER,49.28124,-123.06829
VANCOUVER,49.206787,-123.042257
VANCOUVER,49.207235,-123.102418
VANCOUVER,49.248563,-123.081908
VANCOUVER,49.24872,-123.097177
VANCOUVER,49.248844,-123.104993
VANCOUVER,49.248613,-123.087735
VANCOUVER,49.248717,-123.096771
VANCOUVER,49.248805,-123.103194
VANCOUVER,49.248686,-123.094061
VANCOUVER,49.280233,-123.057847
VANCOUVER,49.280335,-123.097304
VANCOUVER,49.280157,-123.087211
VANCOUVER,49.280214,-123.046675
VANCOUVER,49.280198,-123.038845
VANCOUVER,49.280206,-123.044078
VANCOUVER,49.280262,-123.06831
VANCOUVER,49.280211,-123.02833
VANCOUVER,49.280197,-123.036197
VANCOUVER,49.241182,-123.045389
VANCOUVER,49.243075,-123.043582
VANCOUVER,49.238282,-123.154893
VANCOUVER,49.227151,-123.154514
VANCOUVER,49.287632,-123.056498
VANCOUVER,49.276605,-123.102299
VANCOUVER,49.236702,-123.046693
VANCOUVER,49.279631,-123.056552
VANCOUVER,49.261738,-123.141104
VANCOUVER,49.259853,-123.141183
VANCOUVER,49.258033,-123.141253
VANCOUVER,49.267107,-123.140907
VANCOUVER,49.266212,-123.086553
VANCOUVER,49.279236,-123.065599
VANCOUVER,49.282057,-123.043983
VANCOUVER,49.282132,-123.06556
VANCOUVER,49.226485,-123.126648
VANCOUVER,49.283903,-123.057754
VANCOUVER,49.2768,-123.079983
VANCOUVER,49.292474,-123.137027
VANCOUVER,49.273094,-123.081456
VANCOUVER,49.283157,-123.097714
VANCOUVER,49.277617,-123.096963
VANCOUVER,49.258124,-123.036531
VANCOUVER,49.25909,-123.060191
VANCOUVER,49.271282,-123.056593
VANCOUVER,49.27134,-123.03366
VANCOUVER,49.271445,-123.073437
VANCOUVER,49.24368,-123.139206
VANCOUVER,49.239965,-123.139362
VANCOUVER,49.230631,-123.139663
VANCOUVER,49.222613,-123.139989
VANCOUVER,49.266772,-123.138455
VANCOUVER,49.21681,-123.140244
VANCOUVER,49.212256,-123.140401
VANCOUVER,49.210514,-123.140462
VANCOUVER,49.285966,-123.112856
VANCOUVER,49.201448,-123.134948
VANCOUVER,49.270422,-123.04692
VANCOUVER,49.270405,-123.056597
VANCOUVER,49.270411,-123.044203
VANCOUVER,49.27047,-123.065753
VANCOUVER,49.275925,-123.121068
VANCOUVER,49.277772,-123.117489
VANCOUVER,49.282772,-123.10996
VANCOUVER,49.287957,-123.13219
VANCOUVER,49.24223,-123.120579
VANCOUVER,49.262334,-123.119922
VANCOUVER,49.259526,-123.119989
VANCOUVER,49.255194,-123.120166
VANCOUVER,49.253399,-123.120213
VANCOUVER,49.250682,-123.120323
VANCOUVER,49.245268,-123.120462
VANCOUVER,49.233771,-123.12088
VANCOUVER,49.219142,-123.123868
VANCOUVER,49.212899,-123.124042
VANCOUVER,49.264216,-123.119826
VANCOUVER,49.24907,-123.120384
VANCOUVER,49.282999,-123.089461
VANCOUVER,49.278846,-123.125624
VANCOUVER,49.276941,-123.122664
VANCOUVER,49.257942,-123.136307
VANCOUVER,49.267228,-123.136137
VANCOUVER,49.266729,-123.136074
VANCOUVER,49.234777,-123.188332
VANCOUVER,49.233198,-123.192311
VANCOUVER,49.273108,-123.125875
VANCOUVER,49.280576,-123.115205
VANCOUVER,49.275682,-123.130429
VANCOUVER,49.236027,-123.134762
VANCOUVER,49.234174,-123.134825
VANCOUVER,49.230454,-123.134965
VANCOUVER,49.226795,-123.135096
VANCOUVER,49.204296,-123.134747
VANCOUVER,49.251867,-123.065218
VANCOUVER,49.284894,-123.131725
VANCOUVER,49.289441,-123.124894
VANCOUVER,49.238447,-123.031651
VANCOUVER,49.240921,-123.029285
VANCOUVER,49.243346,-123.026974
VANCOUVER,49.232917,-123.037112
VANCOUVER,49.279457,-123.106113
VANCOUVER,49.227246,-123.041097
VANCOUVER,49.234308,-123.040239
VANCOUVER,49.23827,-123.050316
VANCOUVER,49.261562,-123.098258
VANCOUVER,49.257559,-123.092578
VANCOUVER,49.272178,-123.074478
VANCOUVER,49.272277,-123.041434
VANCOUVER,49.272286,-123.044166
VANCOUVER,49.272097,-123.06571
VANCOUVER,49.234507,-123.150603
VANCOUVER,49.303763,-123.145133
VANCOUVER,49.28301,-123.061666
VANCOUVER,49.283918,-123.06165
VANCOUVER,49.22726,-123.163034
VANCOUVER,49.268285,-123.162256
VANCOUVER,49.262414,-123.125355
VANCOUVER,49.260608,-123.125442
VANCOUVER,49.259598,-123.124333
VANCOUVER,49.212918,-123.125944
VANCOUVER,49.208411,-123.126154
VANCOUVER,49.264288,-123.124138
VANCOUVER,49.25082,-123.12749
VANCOUVER,49.276432,-123.038883
VANCOUVER,49.206825,-123.125057
VANCOUVER,49.295988,-123.136414
VANCOUVER,49.249097,-123.167842
VANCOUVER,49.258662,-123.168313
VANCOUVER,49.271033,-123.168186
VANCOUVER,49.252793,-123.167798
VANCOUVER,49.269247,-123.168254
VANCOUVER,49.234729,-123.167394
VANCOUVER,49.25371,-123.170111
VANCOUVER,49.238532,-123.170254
VANCOUVER,49.264093,-123.170073
VANCOUVER,49.276037,-123.099957
VANCOUVER,49.254708,-123.107199
VANCOUVER,49.251914,-123.107302
VANCOUVER,49.233249,-123.108135
VANCOUVER,49.266529,-123.106688
VANCOUVER,49.27093,-123.106634
VANCOUVER,49.24065,-123.058688
VANCOUVER,49.240684,-123.065349
VANCOUVER,49.250876,-123.151443
VANCOUVER,49.268989,-123.150354
VANCOUVER,49.215501,-123.031419
VANCOUVER,49.23812,-123.144265
VANCOUVER,49.234413,-123.144722
VANCOUVER,49.266679,-123.119364
VANCOUVER,49.240815,-123.032031
VANCOUVER,49.2404,-123.032417
VANCOUVER,49.288718,-123.046701
VANCOUVER,49.288646,-123.056303
VANCOUVER,49.288721,-123.044048
VANCOUVER,49.287013,-123.030888
VANCOUVER,49.283238,-123.074053
VANCOUVER,49.273996,-123.074471
VANCOUVER,49.265912,-123.120548
VANCOUVER,49.253428,-123.030194
VANCOUVER,49.215988,-123.135502
VANCOUVER,49.257059,-123.130304
VANCOUVER,49.205727,-123.136243
VANCOUVER,49.226679,-123.131917
VANCOUVER,49.28566,-123.023438
VANCOUVER,49.248098,-123.056653
VANCOUVER,49.282995,-123.056534
VANCOUVER,49.207506,-123.059545
VANCOUVER,49.274916,-123.075894
VANCOUVER,49.274844,-123.065655
VANCOUVER,49.274549,-123.098548
VANCOUVER,49.285153,-123.136379
VANCOUVER,49.288661,-123.131118
VANCOUVER,49.276427,-123.041389
VANCOUVER,49.274921,-123.211733
VANCOUVER,49.268741,-123.199806
VANCOUVER,49.261529,-123.126679
VANCOUVER,49.258718,-123.126765
VANCOUVER,49.257814,-123.127037
VANCOUVER,49.247226,-123.1276
VANCOUVER,49.24238,-123.127793
VANCOUVER,49.232091,-123.128151
VANCOUVER,49.220507,-123.128528
VANCOUVER,49.205635,-123.13039
VANCOUVER,49.235645,-123.026193
VANCOUVER,49.276743,-123.075857
VANCOUVER,49.274018,-123.075915
VANCOUVER,49.232623,-123.105623
VANCOUVER,49.238676,-123.105456
VANCOUVER,49.270898,-123.104602
VANCOUVER,49.235015,-123.024812
VANCOUVER,49.214855,-123.131421
VANCOUVER,49.23402,-123.13038
VANCOUVER,49.224823,-123.130608
VANCOUVER,49.208491,-123.131606
VANCOUVER,49.206931,-123.131689
VANCOUVER,49.204314,-123.13177
VANCOUVER,49.275023,-123.112573
VANCOUVER,49.283007,-123.059721
VANCOUVER,49.283041,-123.065551
VANCOUVER,49.275798,-123.036317
VANCOUVER,49.297403,-123.136087
VANCOUVER,49.27223,-123.166237
VANCOUVER,49.271603,-123.189475
VANCOUVER,49.283036,-123.091408
VANCOUVER,49.216208,-123.068494
VANCOUVER,49.244171,-123.034419
VANCOUVER,49.276732,-123.099016
VANCOUVER,49.277643,-123.102117
VANCOUVER,49.241637,-123.036823
VANCOUVER,49.25778,-123.17986
VANCOUVER,49.250013,-123.172142
VANCOUVER,49.283872,-123.043995
VANCOUVER,49.284708,-123.110918
VANCOUVER,49.238833,-123.027135
VANCOUVER,49.276619,-123.033601
VANCOUVER,49.242485,-123.036012
VANCOUVER,49.276651,-123.067545
VANCOUVER,49.260203,-123.209245
VANCOUVER,49.264711,-123.209077
VANCOUVER,49.23099,-123.032265
VANCOUVER,49.271985,-123.095463
VANCOUVER,49.211113,-123.0821
VANCOUVER,49.210781,-123.100324
VANCOUVER,49.211096,-123.085779
VANCOUVER,49.234124,-123.133356
VANCOUVER,49.213031,-123.13286
VANCOUVER,49.208513,-123.13315
VANCOUVER,49.206965,-123.133331
VANCOUVER,49.205683,-123.133389
VANCOUVER,49.249274,-123.132
VANCOUVER,49.27662,-123.063669
VANCOUVER,49.276635,-123.049353
VANCOUVER,49.262485,-123.129037
VANCOUVER,49.260608,-123.1291
VANCOUVER,49.251416,-123.065042
VANCOUVER,49.294551,-123.136523
VANCOUVER,49.263197,-123.166288
VANCOUVER,49.262271,-123.166333
VANCOUVER,49.257639,-123.166496
VANCOUVER,49.26922,-123.166329
VANCOUVER,49.268353,-123.166346
VANCOUVER,49.235594,-123.199795
VANCOUVER,49.205158,-123.128965
VANCOUVER,49.227103,-123.170968
VANCOUVER,49.228589,-123.174664
VANCOUVER,49.21387,-123.153136
VANCOUVER,49.280709,-123.105595
VANCOUVER,49.283913,-123.059712
VANCOUVER,49.288368,-123.119115
VANCOUVER,49.225373,-123.120897
VANCOUVER,49.269061,-123.211945
VANCOUVER,49.264917,-123.16464
VANCOUVER,49.262854,-123.206121
VANCOUVER,49.265527,-123.206006
VANCOUVER,49.268462,-123.175751
VANCOUVER,49.265891,-123.175866
VANCOUVER,49.264203,-123.1759
VANCOUVER,49.255066,-123.116019
VANCOUVER,49.277303,-123.079281
VANCOUVER,49.249762,-123.159291
VANCOUVER,49.276646,-123.065622
VANCOUVER,49.273841,-123.065675
VANCOUVER,49.262931,-123.15767
VANCOUVER,49.269092,-123.157474
VANCOUVER,49.234653,-123.159937
VANCOUVER,49.267337,-123.157547
VANCOUVER,49.2639,-123.157641
VANCOUVER,49.271725,-123.157388
VANCOUVER,49.26339,-123.179842
VANCOUVER,49.262898,-123.155334
VANCOUVER,49.260523,-123.121951
VANCOUVER,49.257027,-123.122031
VANCOUVER,49.257334,-123.155543
VANCOUVER,49.256827,-123.113172
VANCOUVER,49.265879,-123.116636
VANCOUVER,49.243057,-123.155527
VANCOUVER,49.241281,-123.123629
VANCOUVER,49.242172,-123.157406
VANCOUVER,49.234628,-123.158501
VANCOUVER,49.232708,-123.155645
VANCOUVER,49.230864,-123.155707
VANCOUVER,49.229137,-123.123409
VANCOUVER,49.229061,-123.158732
VANCOUVER,49.227051,-123.146586
VANCOUVER,49.268667,-123.190655
VANCOUVER,49.21948,-123.15051
VANCOUVER,49.219436,-123.146803
VANCOUVER,49.266634,-123.112745
VANCOUVER,49.266443,-123.155202
VANCOUVER,49.264231,-123.121794
VANCOUVER,49.26386,-123.155298
VANCOUVER,49.249124,-123.12232
VANCOUVER,49.226734,-123.051761
VANCOUVER,49.271688,-123.155011
VANCOUVER,49.213735,-123.14036
VANCOUVER,49.283892,-123.106413
